Mood,song_name,artist_name,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,song_uri
Sad,Happier,Ed Sheeran,82.0,0.522,0.385,0.0,-7.355,1.0,0.0288,0.536,0.0,0.135,0.236,89.792,3.458666666666667,spotify:track:2RttW7RAu5nOAfq6YFvApB
Sad,Drops of Jupiter (Tell Me),Train,82.0,0.481,0.638,0.0,-5.862,1.0,0.0276,0.153,0.0,0.154,0.497,79.064,4.332216666666667,spotify:track:2hKdd3qO7cWr2Jo0Bcs0MA
Sad,Landslide,Fleetwood Mac,82.0,0.414,0.161,7.0,-10.107,1.0,0.0318,0.883,0.000223,0.117,0.423,159.375,3.324883333333333,spotify:track:5ihS6UUlyQAfmp48eSkxuQ
Sad,Be Alright,Dean Lewis,82.0,0.553,0.586,11.0,-6.319,1.0,0.0362,0.697,0.0,0.0813,0.443,126.684,3.272883333333333,spotify:track:3EPXxR3ImUwfayaurPi3cm
Sad,Love Of My Life,Harry Styles,81.0,0.555,0.536,7.0,-8.233,1.0,0.0452,0.669,0.0,0.0623,0.203,118.057,3.193966666666667,spotify:track:1mw0RgNXIpYRyyCdBQbLgA
Sad,You Are The Reason,Calum Scott,82.0,0.329,0.235,10.0,-7.699,1.0,0.0303,0.918,0.0,0.137,0.22,171.006,3.4054333333333333,spotify:track:69vToJ9BMbbLlFZo7k7A7B
Sad,What A Time (feat. Niall Horan),Julia Michaels,81.0,0.516,0.467,0.0,-6.184,1.0,0.0302,0.662,0.0,0.0853,0.386,132.861,2.88845,spotify:track:5WtfUKzXircvW8l5aaVZWT
Sad,The Night We Met,Lord Huron,81.0,0.545,0.366,2.0,-9.51,1.0,0.0378,0.969,9.730000000000001e-05,0.14075000000000001,0.1,86.997,3.4702,spotify:track:0QZ5yyl6B6utIWkxeBDxQN
Sad,Summertime Sadness,Lana Del Rey,79.0,0.566,0.647,1.0,-6.815,1.0,0.0335,0.0477,0.0,0.121,0.22,111.96,4.412883333333333,spotify:track:1Ist6PR2BZR3n2z2Y5R6S1
Sad,Let Her Go,Passenger,79.0,0.479,0.545,7.0,-7.346,1.0,0.043250000000000004,0.365,0.0,0.0963,0.243,74.897,4.2122166666666665,spotify:track:1KxwZYyzWNyZSRyErj2ojT
Sad,In My Life - Remastered 2009,The Beatles,79.0,0.688,0.435,9.0,-11.359,1.0,0.0323,0.449,0.0,0.113,0.435,103.239,2.4388833333333335,spotify:track:3KfbEIOC7YIv90FIfNSZpo
Sad,All Too Well (Taylor's Version),Taylor Swift,79.0,0.44,0.528,0.0,-7.809,1.0,0.0317,0.0171,9.730000000000001e-05,0.14075000000000001,0.132,185.972,5.486,spotify:track:3nsfB1vus2qaloUdcBZvDu
Sad,It'll Be Okay,Shawn Mendes,78.0,0.398,0.286,7.0,-11.881,1.0,0.033,0.616,0.000146,0.0912,0.0666,78.262,3.7133333333333334,spotify:track:2KnLkZ3z7PO3kgVGHGqDpD
Sad,Jealous,Labrinth,78.0,0.439,0.153,1.0,-8.95,1.0,0.0479,0.874,0.0,0.107,0.104,116.76,4.794883333333333,spotify:track:4G92yYrUs0cvY7G41YRI0z
Sad,Supermarket Flowers,Ed Sheeran,78.0,0.589,0.242,6.0,-10.517,1.0,0.0442,0.914,0.0,0.0887,0.257,89.749,3.6851166666666666,spotify:track:4VuS959DSpr82t3qBqCrWG
Sad,Let Somebody Go,Coldplay,78.0,0.592,0.342,0.0,-8.93,1.0,0.0339,0.193,9.730000000000001e-05,0.11,0.155,130.953,4.026583333333333,spotify:track:4cGqn0E8JCSY9gQllQj4Mf
Sad,Everything Has Changed (feat. Ed Sheeran) (Taylor’s Version),Taylor Swift,78.0,0.498,0.61,6.0,-5.098,1.0,0.0363,0.271,0.0,0.14075000000000001,0.474,79.918,4.09045,spotify:track:7qEUFOVcxRI19tbT68JcYK
Sad,Breakeven,The Script,77.0,0.63,0.696,10.0,-4.501,1.0,0.0242,0.144,0.0,0.0835,0.491,94.034,4.357116666666666,spotify:track:285hMzLhJwHVLe9QT9qilk
Sad,Hurt,Johnny Cash,77.0,0.534,0.392,9.0,-7.636,1.0,0.0267,0.649,0.000227,0.0948,0.163,90.379,3.6088833333333334,spotify:track:28cnXtME493VX9NOw9cIUh
Sad,Love You Anyway,Luke Combs,77.0,0.532,0.489,4.0,-7.419,1.0,0.0311,0.149,0.0,0.14075000000000001,0.32,139.807,3.8271166666666665,spotify:track:3qXsX3mYSsD1DmAvc3PE3N
Sad,Cherry,Harry Styles,77.0,0.53,0.512,7.0,-9.261,1.0,0.0259,0.615,9.730000000000001e-05,0.129,0.411,95.946,4.3197833333333335,spotify:track:2IOFZdYYkFxEHVz1w34PoL
Sad,Liability,Lorde,76.0,0.587,0.229,10.0,-11.254,1.0,0.043250000000000004,0.92,0.0,0.1,0.379,75.67,2.8621333333333334,spotify:track:6Kkt27YmFyIFrcX3QXFi2o
Sad,Jar of Hearts,Christina Perri,76.0,0.349,0.348,3.0,-6.142,1.0,0.0316,0.726,0.0,0.12,0.0886,74.541,4.109783333333334,spotify:track:0HZhYMZOcUzZKSFwPOti6m
Sad,One More Light,Linkin Park,76.0,0.593,0.2,8.0,-11.063,1.0,0.0311,0.904,0.0,0.0897,0.17,83.966,4.251116666666666,spotify:track:3xXBsjrbG1xQIm1xv1cKOt
Sad,Skinny Love,Birdy,75.0,0.379,0.29,4.0,-8.485,1.0,0.051,0.952,9.730000000000001e-05,0.118,0.169,166.467,3.3513333333333333,spotify:track:4RL77hMWUq35NYnPLXBpih
Sad,From the Dining Table,Harry Styles,76.0,0.671,0.156,8.0,-10.107,1.0,0.0371,0.804,9.730000000000001e-05,0.113,0.201,94.08,3.5326666666666666,spotify:track:1IF5UcqRO42D12vYwceOY6
Sad,Back To December,Taylor Swift,75.0,0.529,0.67,2.0,-4.663,1.0,0.0303,0.117,0.0,0.14075000000000001,0.286,141.893,4.883783333333334,spotify:track:3DrjZArsPsoqbLzUZZV1Id
Sad,Without You,Mariah Carey,74.0,0.576,0.526,6.0,-8.524,1.0,0.0325,0.323,2.01e-06,0.0548,0.147,122.06,3.5611166666666665,spotify:track:1kMOJBmpfWD9fir6st9uqS
Sad,Out Of Love,Alessia Cara,74.0,0.481,0.267,7.0,-9.249,1.0,0.0339,0.8,0.0,0.14075000000000001,0.137,117.64,3.7948833333333334,spotify:track:4WzhjxvLP95y7AMDy0Atwb
Sad,Always Remember Us This Way,Lady Gaga,74.0,0.553,0.502,0.0,-5.972,1.0,0.0409,0.299,0.0,0.14075000000000001,0.296,129.976,3.5033333333333334,spotify:track:74iZuPGwyL33VlTr6jTnab
Sad,Apologize,OneRepublic,73.0,0.593,0.74,8.0,-6.12,1.0,0.0339,0.363,2.22e-05,0.102,0.502,118.008,3.46845,spotify:track:1NrJYpdAi7uosDRPmSYrsG
Sad,What Hurts The Most,Rascal Flatts,73.0,0.537,0.674,5.0,-5.134,1.0,0.0277,0.0088,0.0,0.14075000000000001,0.33,136.002,3.56845,spotify:track:4bVuIlGQBMWS7vIhcx8Ae4
Sad,Because of You,Kelly Clarkson,73.0,0.583,0.584,5.0,-5.362,1.0,0.0314,0.254,0.0,0.123,0.136,140.039,3.6582166666666667,spotify:track:3f3omU8n47Mqyab5nCaGyT
Sad,Not About Angels,Birdy,73.0,0.405,0.111,0.0,-11.879,1.0,0.0369,0.964,4.37e-05,0.0872,0.219,116.86,3.1579166666666665,spotify:track:5sF7hdYvhrcgNq8NZjfK8L
Sad,Praying,Kesha,73.0,0.543,0.39,10.0,-7.202,1.0,0.0322,0.489,0.0,0.111,0.303,73.415,3.8377833333333333,spotify:track:0jdny0dhgjUwoIp5GkqEaA
Sad,Let It Go,James Bay,73.0,0.546,0.311,1.0,-10.396,1.0,0.0288,0.818,1.65e-05,0.107,0.246,147.464,4.342216666666666,spotify:track:13HVjjWUZFaWilh2QUJKsP
Sad,Hallelujah,Jeff Buckley,72.0,0.324,0.136,0.0,-10.33,1.0,0.0318,0.931,9.730000000000001e-05,0.176,0.0831,97.256,4.263725,spotify:track:3pRaLNL3b8x5uBOcsgvdqM
Sad,Visiting Hours,Ed Sheeran,72.0,0.471,0.396,8.0,-6.654,1.0,0.0336,0.77,0.0,0.0729,0.263,149.609,3.5917833333333333,spotify:track:44V6EzbUSYgyfsNiP0FrlA
Sad,Mad World,Gary Jules,71.0,0.344,0.0585,3.0,-10.107,1.0,0.0373,0.976,9.730000000000001e-05,0.103,0.323,174.149,3.15845,spotify:track:3JOVTQ5h8HGFnDdp4VT3MP
Sad,This Year's Love,David Gray,71.0,0.329,0.167,8.0,-11.635,1.0,0.0311,0.731,3.08e-05,0.101,0.203,165.026,4.092216666666666,spotify:track:4X6F9xoYUyJh4OhnXbAZv2
Sad,Impossible,Shontelle,71.0,0.6,0.624,8.0,-3.631,1.0,0.0334,0.385,0.0,0.125,0.529,90.036,3.77555,spotify:track:1T8PwF3JhIiWwBhun23RNe
Sad,All By Myself,Céline Dion,71.0,0.344,0.325,11.0,-10.005,1.0,0.0287,0.35,9.730000000000001e-05,0.0686,0.0775,118.515,5.205116666666667,spotify:track:0gsl92EMIScPGV1AU35nuD
Sad,Thinking 'Bout Love,Wild Rivers,71.0,0.556,0.535,5.0,-6.275,1.0,0.042,0.114,0.0,0.147,0.406,74.336,3.07,spotify:track:0YHH3qK8Ntqxcc2GFkRrPh
Sad,Stay,Rihanna,70.0,0.621,0.31,9.0,-10.164,1.0,0.0283,0.945,6.12e-05,0.117,0.125,111.893,4.011783333333334,spotify:track:1dEy9Pl81QopSxNsPxXQxv
Sad,I Will Follow You into the Dark,Death Cab for Cutie,69.0,0.517,0.206,5.0,-12.233,1.0,0.0421,0.924,0.0,0.118,0.489,80.401,3.1531166666666666,spotify:track:3kZC0ZmFWrEHdUCmUqlvgZ
Sad,Someone Like You (feat. Joy Oladokun),Noah Kahan,69.0,0.614,0.526,5.0,-7.492,1.0,0.0603,0.468,0.0,0.0939,0.366,177.913,3.1092,spotify:track:0hiHNxqKGf3GZgVTIOAiiK
Sad,She Used To Be Mine,Sara Bareilles,69.0,0.397,0.303,5.0,-7.508,1.0,0.0435,0.381,0.0,0.101,0.172,81.05,4.171116666666666,spotify:track:2D4BSm5Z8Hq5zYbSgJwEOh
Sad,"Secret Love Song, Pt. II",Little Mix,68.0,0.558,0.361,9.0,-8.346,1.0,0.0328,0.754,0.0,0.0926,0.165,95.161,4.448766666666667,spotify:track:0NyRSfiU6ri61vku1xiLoD
Sad,Bleeding Love,Leona Lewis,68.0,0.635,0.647,5.0,-5.864,1.0,0.0366,0.192,0.0,0.154,0.201,104.058,4.378216666666667,spotify:track:6LtPIXlIzPOTF8vTecYjRe
Sad,I Lost a Friend,FINNEAS,67.0,0.453,0.208,11.0,-11.917,1.0,0.043250000000000004,0.585,0.0,0.119,0.218,169.326,3.9503333333333335,spotify:track:5v1sPD1lu2wiPzi07tW8zm
Sad,Consequences,Camila Cabello,67.0,0.455,0.292,0.0,-6.792,1.0,0.0563,0.889,0.0,0.106,0.43,84.339,2.97445,spotify:track:7sTtHHrD0zDpmzQzH3zegz
Sad,I Don't Want to Wait,Paula Cole,67.0,0.41,0.468,11.0,-8.177,1.0,0.0553,0.298,1.19e-05,0.0426,0.475,177.508,5.333783333333334,spotify:track:5MDQNJ7SZTytJwCbWKqJDL
Sad,How Can You Mend a Broken Heart,Al Green,67.0,0.467,0.42,4.0,-6.957,1.0,0.0398,0.509,2.56e-05,0.0707,0.365,146.512,4.263725,spotify:track:6lUXneXZ9jc3HSMHgd8oqh
Sad,Put A Little Love On Me,Niall Horan,67.0,0.584,0.465,10.0,-4.88,1.0,0.0262,0.678,0.0,0.106,0.299,95.969,3.7431,spotify:track:1hCTxutVVYvggAQcUUUZAT
Sad,Homesick,Dua Lipa,67.0,0.426,0.224,6.0,-8.683,1.0,0.0391,0.948,0.0,0.112,0.399,85.728,3.8413333333333335,spotify:track:5E5MqaS6eOsbaJibl3YeMZ
Sad,I Can't Make You Love Me,Bonnie Raitt,66.0,0.588,0.149,7.0,-10.107,1.0,0.0319,0.846,9.65e-05,0.14075000000000001,0.113,124.689,5.549333333333333,spotify:track:69uJi5QsBtqlYkGURTBli8
Sad,Gravity,Sara Bareilles,69.0,0.27,0.275,0.0,-10.357,1.0,0.0356,0.834,0.0,0.146,0.231,168.964,3.8793333333333333,spotify:track:4oa14QBfWRDfJy2agySy0L
Sad,Hope Is A Heartache,LÉON,65.0,0.468,0.495,5.0,-6.634,1.0,0.043250000000000004,0.429,0.0,0.14075000000000001,0.235,171.4,3.3566833333333332,spotify:track:3w1P8nwsVi9vxrGvxYLzAC
Sad,River Of Tears,Alessia Cara,64.0,0.389,0.373,6.0,-5.72,1.0,0.047,0.928,0.0,0.146,0.283,90.289,4.241783333333333,spotify:track:3ArYVrRb0lDBLzuJJqIXzC
Sad,I Will Always Love You,Dolly Parton,64.0,0.446,0.142,9.0,-13.498,1.0,0.0335,0.96,9.730000000000001e-05,0.101,0.156,135.724,2.9348833333333335,spotify:track:6nRvgo4ySezQKD1D7NIqAu
Sad,Close To You,Rihanna,64.0,0.494,0.17,10.0,-11.368,1.0,0.0337,0.895,0.0,0.139,0.145,80.098,3.7202166666666665,spotify:track:6D2tzc8kRnZb7P1lNwMBLH
Sad,To Let A Good Thing Die,Bruno Major,64.0,0.552,0.109,10.0,-10.107,1.0,0.043250000000000004,0.934,1.35e-05,0.13,0.389,64.303,2.2502166666666668,spotify:track:6rn05wjqqgF86cDdPRAGaa
Sad,human,Christina Perri,64.0,0.439,0.489,8.0,-6.286,1.0,0.0368,0.132,9.730000000000001e-05,0.114,0.253,143.808,4.17845,spotify:track:1x80xTzSL7pok3M5JC3oJz
Sad,Dreaming with a Broken Heart,John Mayer,64.0,0.61,0.349,0.0,-9.321,1.0,0.0301,0.554,9.730000000000001e-05,0.201,0.155,136.012,4.095783333333333,spotify:track:7keXdrB4mz57u4b8YkCwag
Sad,"When She Loved Me - From ""Toy Story 2"" / Soundtrack Version",Sarah McLachlan,64.0,0.386,0.175,5.0,-12.038,1.0,0.043,0.984,0.0,0.0868,0.235,67.195,3.0573333333333332,spotify:track:780W6YW5HFANQLR77Owern
Sad,Piece by Piece - Idol Version,Kelly Clarkson,63.0,0.561,0.245,1.0,-6.372,1.0,0.0344,0.904,0.0,0.0933,0.402,109.558,3.538,spotify:track:3KbFtYPyVP6C7BQVgH2cCf
Sad,Terrence Loves You,Lana Del Rey,62.0,0.296,0.25,7.0,-10.088,1.0,0.0314,0.975,9.730000000000001e-05,0.0988,0.0898,102.031,4.843933333333333,spotify:track:44JxL1qNXXQYniZ5T3MUs9
Sad,You Don't Know,Katelyn Tarver,62.0,0.546,0.315,1.0,-8.532,1.0,0.0499,0.734,1.26e-06,0.105,0.139,78.076,4.347533333333334,spotify:track:5F7dkkzWdHWPpn9zOYu8Ng
Sad,Stone Cold,Demi Lovato,61.0,0.419,0.453,8.0,-7.685,1.0,0.0437,0.539,0.0,0.0971,0.356,140.327,3.188466666666667,spotify:track:56twMOlq9DJc3EgpVUVIrW
Sad,The Worst Of You,PJ Harding,58.0,0.555,0.35,10.0,-10.955,1.0,0.0503,0.791,6.64e-06,0.11,0.404,77.772,3.4968833333333333,spotify:track:06rX4GEEjsVTSbRBWycs2U
Sad,london,Wrabel,58.0,0.568,0.495,9.0,-7.669,1.0,0.0385,0.585,0.000198,0.132,0.217,83.919,4.437,spotify:track:4mmtgoBJCUA8l8uDRJlnro
Sad,What Becomes Of The Brokenhearted,Jimmy Ruffin,58.0,0.733,0.443,2.0,-12.017,1.0,0.0252,0.678,0.0,0.14075000000000001,0.701,97.348,2.974,spotify:track:0wBaPbJ2qsbGqgnGbqBDgP
Sad,Someone Who Loved You,Teddy Swims,57.0,0.562,0.495,11.0,-6.124,1.0,0.043250000000000004,0.382,1.49e-06,0.12,0.406,155.777,2.965516666666667,spotify:track:144wciVMFV19YTkmZ50g4z
Sad,I Never Told You,Colbie Caillat,57.0,0.506,0.639,3.0,-5.222,1.0,0.0285,0.171,0.0,0.14075000000000001,0.385,144.073,3.8866666666666667,spotify:track:2rJWnAqSuLMls0KOv416Io
Sad,Heaven,Beyoncé,57.0,0.346,0.188,6.0,-12.688,1.0,0.0327,0.573,9.730000000000001e-05,0.108,0.0388,103.265,3.8482166666666666,spotify:track:0fYwfZcgijhIOyXn0RVPwq
Sad,Love Go By,Elle King,57.0,0.56,0.607,0.0,-5.031,1.0,0.0311,0.29,2.43e-05,0.114,0.467,85.917,3.711333333333333,spotify:track:2kIVaHR9iEO8Ai2m4fFiB6
Sad,Piece Of Me,Lady Wray,57.0,0.606,0.53,3.0,-6.513,1.0,0.043250000000000004,0.64,0.000203,0.121,0.613,85.399,3.7455166666666666,spotify:track:63hmrFUS4mvbiWzFP9u2LK
Sad,Say Something,A Great Big World,57.0,0.447,0.158,2.0,-7.571,1.0,0.036,0.872,1.58e-06,0.0816,0.142,140.942,3.887783333333333,spotify:track:2fPb58e6f8KxejYDCaARwS
Sad,LOVE ME OR LEAVE ME,Munn,56.0,0.732,0.459,6.0,-8.029,1.0,0.043250000000000004,0.524,0.0,0.0816,0.481,130.136,2.44095,spotify:track:0zUT6RbKCqHqorVnXVoZcm
Sad,Til It Happens To You,Lady Gaga,56.0,0.401,0.539,0.0,-4.719,1.0,0.035,0.565,0.0,0.0933,0.15,113.87,4.30155,spotify:track:0bCCGLHflR08UVA6oJJc8I
Sad,Never on the Day You Leave,John Mayer,55.0,0.536,0.355,2.0,-8.61,1.0,0.0259,0.733,1.22e-05,0.138,0.22,139.888,3.6811166666666666,spotify:track:3TQbr3G3U5wlwEJejmqC1F
Sad,Wild Hearts Can't Be Broken,P!nk,53.0,0.377,0.371,0.0,-6.3,1.0,0.0295,0.932,0.0,0.118,0.189,130.57,3.3508833333333334,spotify:track:3nA9tHmsw5UGMtSIMz4mt7
Anger,Supermassive Black Hole,Muse,81.0,0.668,0.921,7.0,-3.727,1.0,0.0439,0.0492,0.00517,0.0877,0.782,120.0,3.5406666666666666,spotify:track:3lPr8ghNDBLc2uZovNyLs9
Anger,Vertigo,Alice Merton,48.0,0.63,0.884,5.0,-4.292,1.0,0.0489,0.00103,0.000102,0.268,0.637,134.981,3.11555,spotify:track:1uxPC9Sqn1bMLhUaTqFjye
Anger,Parasite Eve,Bring Me The Horizon,65.0,0.589,0.797,9.0,-5.464,1.0,0.15,0.0289,4.35e-06,0.383,0.232,102.489,4.86355,spotify:track:5OxclJsdFESni44YlpNpkR
Anger,Seize the Power,YONAKA,59.0,0.633,0.788,5.0,-4.075,0.0,0.127,0.0111,1.6e-06,0.0582,0.412,134.13,2.6936166666666668,spotify:track:4wD6EgZCok8Qb5Fs8jszYc
Anger,Teenagers,My Chemical Romance,84.0,0.463,0.857,4.0,-3.063,1.0,0.0632,0.0506,0.0,0.184,0.856,111.647,2.6986666666666665,spotify:track:7j31rVgGX9Q2blT92VBEA0
Anger,Hayloft,Mother Mother,78.0,0.527,0.922,9.0,-2.666,0.0,0.0728,0.00475,0.000162,0.422,0.49,95.975,3.028,spotify:track:2kS6td1yvmpNgZTt1q5pQq
Anger,Do I Wanna Know?,Arctic Monkeys,64.0,0.548,0.76,5.0,-7.596,1.0,0.0323,0.0209,0.000263,0.217,0.405,85.03,4.5399,spotify:track:5FVd6KXrgO9B3JPmC8OPst
Anger,I Like The Way You Die,Black Honey,51.0,0.546,0.76,9.0,-6.887,0.0,0.0399,0.00629,4.66e-05,0.0737,0.41,101.936,3.133783333333333,spotify:track:13HPn0OyGLPtJ6iUNiwLYg
Anger,Can't Stop,Red Hot Chili Peppers,86.0,0.618,0.938,9.0,-3.442,1.0,0.0456,0.0179,0.0,0.167,0.875,91.455,4.483333333333333,spotify:track:3ZOEytgrvLwQaqXreDs2Jx
Anger,Icky Thump,The White Stripes,69.0,0.417,0.63,9.0,-7.24,1.0,0.0898,0.0209,0.0134,0.0543,0.341,94.214,4.242216666666667,spotify:track:2LMq1O0NiqGhPOlXo3McYQ
Anger,Pass The Nirvana,Pierce The Veil,71.0,0.536,0.9,2.0,-4.407,1.0,0.0807,0.000974,0.000286,0.157,0.627,143.025,3.28955,spotify:track:7I93h9I0RUqt1ci3Bfa290
Anger,Stuck,Thirty Seconds To Mars,76.0,0.62,0.782,4.0,-5.326,0.0,0.058,0.0409,2.01e-06,0.259,0.551,123.117,3.0457833333333335,spotify:track:1PYG9Akj0LAZZUDXzV9m1S
Anger,Jumpsuit,Twenty One Pilots,69.0,0.62,0.61,11.0,-8.329,0.0,0.0373,0.00849,0.0176,0.205,0.235,127.052,3.976,spotify:track:1E1uGhNdBe6Dddbgs2KqtZ
Anger,BLACKOUT,Turnstile,67.0,0.301,0.807,6.0,-6.258,1.0,0.0695,0.000881,0.0176,0.0849,0.595,84.051,2.888,spotify:track:0bGImSqDB2ebdeoCidUC8o
Anger,Boilermaker,Royal Blood,51.0,0.446,0.778,7.0,-4.774,1.0,0.173,0.000201,0.0176,0.0492,0.683,94.508,3.4913333333333334,spotify:track:6Ci6L6EeLqR6VHV1DBJy2S
Anger,Natural Born Killer,Highly Suspect,60.0,0.468,0.742,0.0,-5.29,1.0,0.124,0.00169,0.000483,0.128,0.155,194.876,3.2689333333333335,spotify:track:4nMUPQeTor23d8RxiiJO9W
Anger,Dad Vibes,Limp Bizkit,52.0,0.698,0.891,6.0,-5.402,1.0,0.113,0.0209,2.96e-05,0.313,0.837,95.007,2.2034333333333334,spotify:track:3XM6V7K5nbZf5AQz20fDDb
Anger,The News,Paramore,69.0,0.564,0.91,4.0,-6.853,0.0,0.0953,0.00021,2.32e-05,0.378,0.736,157.942,3.1282833333333335,spotify:track:59RjIhWIpthNpwrlChUvXm
Anger,YOU NEEDED A HIT//,KennyHoopla,62.0,0.545,0.987,9.0,-2.059,1.0,0.197,0.000185,0.0176,0.377,0.558,103.056,2.0025,spotify:track:5DbBHcdkzRe1HnA132Dp0z
Anger,I WANNA BE YOUR SLAVE,Måneskin,85.0,0.75,0.608,1.0,-4.008,1.0,0.0387,0.00165,0.0,0.178,0.958,132.507,2.8891166666666668,spotify:track:4pt5fDVTg5GhEvEtlz9dKk
Anger,The Way You Used To Do,Queens of the Stone Age,66.0,0.482,0.843,0.0,-5.909,1.0,0.107,0.0103,0.0176,0.362,0.433,97.907,4.571366666666667,spotify:track:52LL3IFB8N3PaJmoZ8Xii1
Anger,Elephant,Tame Impala,75.0,0.598,0.553,9.0,-6.742,0.0,0.0397,0.0209,0.0176,0.257,0.533,123.075,3.52045,spotify:track:6qZjm61s6u8Ead9sWxCDro
Anger,Welcome to the DCC,Nothing But Thieves,72.0,0.649,0.74,9.0,-4.759,0.0,0.0617,0.02,0.0176,0.104,0.203,120.962,3.3133166666666667,spotify:track:0ZImVxesVZIydOnwTMSWOK
Anger,Weirdo,K.Flay,49.0,0.575,0.64,6.0,-6.061,1.0,0.0455,0.00831,0.00173,0.161,0.565,93.991,3.750566666666667,spotify:track:0aIj36K0tuJIt6kpN4Jbtq
Anger,Leader of the Pack,Wunderhorse,50.0,0.506,0.967,1.0,-4.464,0.0,0.0635,6.05e-05,0.0176,0.0921,0.592,95.354,3.0577833333333335,spotify:track:5ZrE7guVgMc6Vjvri6aZYg
Anger,Wild Stare,Giant Rooks,51.0,0.646,0.82,10.0,-3.618,0.0,0.0521,0.026,0.000171,0.191,0.438,128.061,3.2413333333333334,spotify:track:6NZUOG0R0uxIBkcQ6BIqfq
Anger,King,Florence + The Machine,61.0,0.73,0.76,6.0,-8.376,0.0,0.0446,0.0209,0.00109,0.107,0.075,105.976,4.66885,spotify:track:1VSngtLdJhrlfHkLxTyOXK
Anger,GOOD ENEMY,PVRIS,59.0,0.569,0.789,6.0,-4.686,0.0,0.138,0.0355,0.0,0.0505,0.876,164.978,2.1768833333333335,spotify:track:1dkVl41242u0eGODPvjd0l
Anger,The Emperor,YUNGBLUD,53.0,0.514,0.949,8.0,-3.048,0.0,0.0872,0.000309,2.46e-05,0.29,0.608,160.063,2.9191833333333332,spotify:track:4CtqY9iFkMwCz1pewf0t90
Anger,Selfish,slowthai,47.0,0.358,0.839,2.0,-5.342,1.0,0.107,0.00031,0.00081,0.101,0.211,84.85,3.2119333333333335,spotify:track:4FFec7v5TnYdwNzyrmBGM9
Anger,It's Not Your Fault,Maggie Lindemann,53.0,0.507,0.88,5.0,-2.938,0.0,0.0461,0.0044,0.0176,0.367,0.469,151.936,3.3124833333333332,spotify:track:0l8NnoFm09sUNcts1ycOtV
Anger,HONEY,LUNA AURA,53.0,0.468,0.902,9.0,-4.838,1.0,0.132,0.0325,2.65e-06,0.0664,0.451,119.017,2.5946666666666665,spotify:track:7AVf3MdvwHM5CdOdquzu9c
Anger,All The Problems,Shelf Lives,41.0,0.608,0.781,7.0,-6.355,1.0,0.0621,0.000865,0.0176,0.13,0.826,155.031,2.94845,spotify:track:0yMBgZk0AkUKBqx4noEW19
Anger,This is Our Life,Des Rocs,55.0,0.364,0.877,7.0,-3.922,1.0,0.107,0.0011,1.16e-05,0.348,0.382,157.675,3.73845,spotify:track:5PUTXDqo5aGHoGbAhYm5ZT
Anger,Blow,KID BRUNSWICK,48.0,0.552,0.78,5.0,-5.43,0.0,0.042,0.001,2.69e-06,0.284,0.354,104.042,3.053533333333333,spotify:track:6d6WNysquy9upPZPxKRTQF
Anger,I.N.V.U.,Kid Kapichi,46.0,0.776,0.796,0.0,-5.236,1.0,0.0806,0.00629,9.57e-06,0.0292,0.965,125.128,2.726,spotify:track:5f2d8tMWMoTlFaK9q9lJHO
Anger,Babylon,Normandie,50.0,0.421,0.817,7.0,-4.951,0.0,0.162,0.00808,0.000615,0.318,0.522,194.992,4.0923,spotify:track:0JlNtj7KalsjE4MWnwfv3U
Anger,BOOM,Cassyette,51.0,0.479,0.844,5.0,-5.055,1.0,0.103,0.00543,0.0176,0.557,0.446,97.053,2.37895,spotify:track:2SKZ6fQDaSKo3IDYwRJxJI
Anger,Hate To Say I Told You So,The Hives,64.0,0.451,0.929,5.0,-5.021,1.0,0.0549,0.00109,0.00785,0.442,0.378,135.767,3.3293333333333335,spotify:track:6xxXrNJnnsQNLdgNk8S4y8
Anger,Fuck Me (I Didn’t Know How To Say),Crawlers,52.0,0.521,0.679,8.0,-6.093,1.0,0.0892,0.0263,0.00122,0.0911,0.555,179.346,3.1131166666666665,spotify:track:07M8tCNuO9RZenyINtp2QB
Anger,I EXIST,VUKOVI,46.0,0.469,0.882,5.0,-4.702,1.0,0.068,6.29e-05,0.00483,0.318,0.298,135.055,4.49445,spotify:track:3eI62ZWWxkl4LUaBqXvA6Y
Anger,Aye,Sam Fender,45.0,0.587,0.823,1.0,-4.852,1.0,0.0456,0.0209,4.91e-05,0.0998,0.73,156.048,3.1128833333333334,spotify:track:5n7yP1qQiXs9uCE3m1eyGB
Anger,Cheer Up London,SOFT PLAY,53.0,0.627,0.861,1.0,-1.856,1.0,0.0509,0.000564,0.0,0.0312,0.623,122.133,2.55445,spotify:track:6YwYfxEFDUZZ1xX5vlBYmF
Anger,Don't You Feel Amazing?,Trash Boat,48.0,0.44,0.9,0.0,-3.87,1.0,0.0679,0.000472,4.83e-06,0.11,0.467,85.47,3.7640166666666666,spotify:track:6BxlRoxVztZNLsaSOnh3ja
Anger,Ready for the High,The Wombats,50.0,0.501,0.777,11.0,-7.002,0.0,0.0427,9.91e-05,0.000643,0.324,0.757,150.115,4.088666666666667,spotify:track:6gReaFvSI1Pabi3xE0Oh9V
Anger,Longshot,Catfish and the Bottlemen,53.0,0.481,0.765,7.0,-4.025,1.0,0.0388,0.00381,0.000737,0.119,0.465,102.829,3.8826666666666667,spotify:track:1Yi8XPnCPoimWwqxwm3uz9
