Mood,song_name,song_uri,artist_name,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
Sad,Cherry,spotify:track:2IOFZdYYkFxEHVz1w34PoL,Harry Styles,77,0.53,0.512,7,-9.261,1,0.0259,0.615,0.00453,0.129,0.411,95.946,259187
Sad,Liability,spotify:track:6Kkt27YmFyIFrcX3QXFi2o,Lorde,76,0.587,0.229,10,-11.254,0,0.128,0.92,0.0,0.1,0.379,75.67,171728
Sad,Jar of Hearts,spotify:track:0HZhYMZOcUzZKSFwPOti6m,Christina Perri,76,0.349,0.348,3,-6.142,1,0.0316,0.726,0.0,0.12,0.0886,74.541,246587
Sad,One More Light,spotify:track:3xXBsjrbG1xQIm1xv1cKOt,Linkin Park,76,0.593,0.2,8,-11.063,1,0.0311,0.904,0.0,0.0897,0.17,83.966,255067
Sad,Skinny Love,spotify:track:4RL77hMWUq35NYnPLXBpih,Birdy,75,0.379,0.29,4,-8.485,1,0.051,0.952,0.00106,0.118,0.169,166.467,201080
Sad,From the Dining Table,spotify:track:1IF5UcqRO42D12vYwceOY6,Harry Styles,76,0.671,0.156,8,-16.288,1,0.0371,0.804,0.0518,0.113,0.201,94.08,211960
Sad,Back To December,spotify:track:3DrjZArsPsoqbLzUZZV1Id,Taylor Swift,75,0.529,0.67,2,-4.663,1,0.0303,0.117,0.0,0.334,0.286,141.893,293027
Sad,Without You,spotify:track:1kMOJBmpfWD9fir6st9uqS,Mariah Carey,74,0.576,0.526,6,-8.524,1,0.0325,0.323,2.01e-06,0.0548,0.147,122.06,213667
Sad,Out Of Love,spotify:track:4WzhjxvLP95y7AMDy0Atwb,Alessia Cara,74,0.481,0.267,7,-9.249,1,0.0339,0.8,0.0,0.249,0.137,117.64,227693
Sad,Always Remember Us This Way,spotify:track:74iZuPGwyL33VlTr6jTnab,Lady Gaga,74,0.553,0.502,0,-5.972,1,0.0409,0.299,0.0,0.764,0.296,129.976,210200
Sad,Apologize,spotify:track:1NrJYpdAi7uosDRPmSYrsG,OneRepublic,73,0.593,0.74,8,-6.12,1,0.0339,0.363,2.22e-05,0.102,0.502,118.008,208107
Sad,What Hurts The Most,spotify:track:4bVuIlGQBMWS7vIhcx8Ae4,Rascal Flatts,73,0.537,0.674,5,-5.134,0,0.0277,0.0088,0.0,0.265,0.33,136.002,214107
Sad,Because of You,spotify:track:3f3omU8n47Mqyab5nCaGyT,Kelly Clarkson,73,0.583,0.584,5,-5.362,0,0.0314,0.254,0.0,0.123,0.136,140.039,219493
Sad,Not About Angels,spotify:track:5sF7hdYvhrcgNq8NZjfK8L,Birdy,73,0.405,0.111,0,-11.879,1,0.0369,0.964,4.37e-05,0.0872,0.219,116.86,189475
Sad,Praying,spotify:track:0jdny0dhgjUwoIp5GkqEaA,Kesha,73,0.543,0.39,10,-7.202,1,0.0322,0.489,0.0,0.111,0.303,73.415,230267
Sad,Let It Go,spotify:track:13HVjjWUZFaWilh2QUJKsP,James Bay,73,0.546,0.311,1,-10.396,1,0.0288,0.818,1.65e-05,0.107,0.246,147.464,260533
Sad,Hallelujah,spotify:track:3pRaLNL3b8x5uBOcsgvdqM,Jeff Buckley,72,0.324,0.136,0,-10.33,1,0.0318,0.931,0.00117,0.176,0.0831,97.256,413827
Sad,Visiting Hours,spotify:track:44V6EzbUSYgyfsNiP0FrlA,Ed Sheeran,72,0.471,0.396,8,-6.654,1,0.0336,0.77,0.0,0.0729,0.263,149.609,215507
Sad,Mad World,spotify:track:3JOVTQ5h8HGFnDdp4VT3MP,Gary Jules,71,0.344,0.0585,3,-17.212,1,0.0373,0.976,0.000362,0.103,0.323,174.149,189507
Sad,This Year's Love,spotify:track:4X6F9xoYUyJh4OhnXbAZv2,David Gray,71,0.329,0.167,8,-11.635,1,0.0311,0.731,3.08e-05,0.101,0.203,165.026,245533
Sad,Impossible,spotify:track:1T8PwF3JhIiWwBhun23RNe,Shontelle,71,0.6,0.624,8,-3.631,1,0.0334,0.385,0.0,0.125,0.529,90.036,226533
Sad,All By Myself,spotify:track:0gsl92EMIScPGV1AU35nuD,Céline Dion,71,0.344,0.325,11,-10.005,0,0.0287,0.35,0.0223,0.0686,0.0775,118.515,312307
Sad,Thinking 'Bout Love,spotify:track:0YHH3qK8Ntqxcc2GFkRrPh,Wild Rivers,71,0.556,0.535,5,-6.275,1,0.042,0.114,0.0,0.147,0.406,74.336,184200
Sad,Stay,spotify:track:1dEy9Pl81QopSxNsPxXQxv,Rihanna,70,0.621,0.31,9,-10.164,0,0.0283,0.945,6.12e-05,0.117,0.125,111.893,240707
Sad,I Will Follow You into the Dark,spotify:track:3kZC0ZmFWrEHdUCmUqlvgZ,Death Cab for Cutie,69,0.517,0.206,5,-12.233,1,0.0421,0.924,0.0,0.118,0.489,80.401,189187
Sad,Someone Like You (feat. Joy Oladokun),spotify:track:0hiHNxqKGf3GZgVTIOAiiK,Noah Kahan,69,0.614,0.526,5,-7.492,1,0.0603,0.468,0.0,0.0939,0.366,177.913,186552
Sad,She Used To Be Mine,spotify:track:2D4BSm5Z8Hq5zYbSgJwEOh,Sara Bareilles,69,0.397,0.303,5,-7.508,1,0.0435,0.381,0.0,0.101,0.172,81.05,250267
Sad,"Secret Love Song, Pt. II",spotify:track:0NyRSfiU6ri61vku1xiLoD,Little Mix,68,0.558,0.361,9,-8.346,1,0.0328,0.754,0.0,0.0926,0.165,95.161,266926
Sad,Bleeding Love,spotify:track:6LtPIXlIzPOTF8vTecYjRe,Leona Lewis,68,0.635,0.647,5,-5.864,1,0.0366,0.192,0.0,0.154,0.201,104.058,262693
Sad,I Lost a Friend,spotify:track:5v1sPD1lu2wiPzi07tW8zm,FINNEAS,67,0.453,0.208,11,-11.917,1,0.22,0.585,0.0,0.119,0.218,169.326,237020
Sad,Consequences,spotify:track:7sTtHHrD0zDpmzQzH3zegz,Camila Cabello,67,0.455,0.292,0,-6.792,1,0.0563,0.889,0.0,0.106,0.43,84.339,178467
Sad,I Don't Want to Wait,spotify:track:5MDQNJ7SZTytJwCbWKqJDL,Paula Cole,67,0.41,0.468,11,-8.177,1,0.0553,0.298,1.19e-05,0.0426,0.475,177.508,320027
Sad,How Can You Mend a Broken Heart,spotify:track:6lUXneXZ9jc3HSMHgd8oqh,Al Green,67,0.467,0.42,4,-6.957,1,0.0398,0.509,2.56e-05,0.0707,0.365,146.512,383503
Sad,Put A Little Love On Me,spotify:track:1hCTxutVVYvggAQcUUUZAT,Niall Horan,67,0.584,0.465,10,-4.88,1,0.0262,0.678,0.0,0.106,0.299,95.969,224586
Sad,Homesick,spotify:track:5E5MqaS6eOsbaJibl3YeMZ,Dua Lipa,67,0.426,0.224,6,-8.683,1,0.0391,0.948,0.0,0.112,0.399,85.728,230480
Sad,I Can't Make You Love Me,spotify:track:69uJi5QsBtqlYkGURTBli8,Bonnie Raitt,66,0.588,0.149,7,-16.728,0,0.0319,0.846,9.65e-05,0.236,0.113,124.689,332960
Sad,Gravity,spotify:track:4oa14QBfWRDfJy2agySy0L,Sara Bareilles,69,0.27,0.275,0,-10.357,1,0.0356,0.834,0.0,0.146,0.231,168.964,232760
Sad,Hope Is A Heartache,spotify:track:3w1P8nwsVi9vxrGvxYLzAC,LÉON,65,0.468,0.495,5,-6.634,1,0.0822,0.429,0.0,0.305,0.235,171.4,201401
Sad,River Of Tears,spotify:track:3ArYVrRb0lDBLzuJJqIXzC,Alessia Cara,64,0.389,0.373,6,-5.72,1,0.047,0.928,0.0,0.146,0.283,90.289,254507
Sad,I Will Always Love You,spotify:track:6nRvgo4ySezQKD1D7NIqAu,Dolly Parton,64,0.446,0.142,9,-13.498,1,0.0335,0.96,0.00114,0.101,0.156,135.724,176093
Sad,Close To You,spotify:track:6D2tzc8kRnZb7P1lNwMBLH,Rihanna,64,0.494,0.17,10,-11.368,1,0.0337,0.895,0.0,0.139,0.145,80.098,223213
Sad,To Let A Good Thing Die,spotify:track:6rn05wjqqgF86cDdPRAGaa,Bruno Major,64,0.552,0.109,10,-18.857,1,0.102,0.934,1.35e-05,0.13,0.389,64.303,135013
Sad,human,spotify:track:1x80xTzSL7pok3M5JC3oJz,Christina Perri,64,0.439,0.489,8,-6.286,1,0.0368,0.132,0.000643,0.114,0.253,143.808,250707
Sad,Dreaming with a Broken Heart,spotify:track:7keXdrB4mz57u4b8YkCwag,John Mayer,64,0.61,0.349,0,-9.321,1,0.0301,0.554,0.0099,0.201,0.155,136.012,245747
Sad,"When She Loved Me - From ""Toy Story 2"" / Soundtrack Version",spotify:track:780W6YW5HFANQLR77Owern,Sarah McLachlan,64,0.386,0.175,5,-12.038,1,0.043,0.984,0.0,0.0868,0.235,67.195,183440
Sad,Piece by Piece - Idol Version,spotify:track:3KbFtYPyVP6C7BQVgH2cCf,Kelly Clarkson,63,0.561,0.245,1,-6.372,1,0.0344,0.904,0.0,0.0933,0.402,109.558,212280
Sad,Terrence Loves You,spotify:track:44JxL1qNXXQYniZ5T3MUs9,Lana Del Rey,62,0.296,0.25,7,-10.088,1,0.0314,0.975,0.0187,0.0988,0.0898,102.031,290636
Sad,You Don't Know,spotify:track:5F7dkkzWdHWPpn9zOYu8Ng,Katelyn Tarver,62,0.546,0.315,1,-8.532,1,0.0499,0.734,1.26e-06,0.105,0.139,78.076,260852
Sad,Stone Cold,spotify:track:56twMOlq9DJc3EgpVUVIrW,Demi Lovato,61,0.419,0.453,8,-7.685,1,0.0437,0.539,0.0,0.0971,0.356,140.327,191308
Sad,The Worst Of You,spotify:track:06rX4GEEjsVTSbRBWycs2U,PJ Harding,58,0.555,0.35,10,-10.955,0,0.0503,0.791,6.64e-06,0.11,0.404,77.772,209813
Sad,london,spotify:track:4mmtgoBJCUA8l8uDRJlnro,Wrabel,58,0.568,0.495,9,-7.669,1,0.0385,0.585,0.000198,0.132,0.217,83.919,266220
Sad,What Becomes Of The Brokenhearted,spotify:track:0wBaPbJ2qsbGqgnGbqBDgP,Jimmy Ruffin,58,0.733,0.443,2,-12.017,0,0.0252,0.678,0.0,0.519,0.701,97.348,178440
Sad,Someone Who Loved You,spotify:track:144wciVMFV19YTkmZ50g4z,Teddy Swims,57,0.562,0.495,11,-6.124,1,0.0632,0.382,1.49e-06,0.12,0.406,155.777,177931
Sad,I Never Told You,spotify:track:2rJWnAqSuLMls0KOv416Io,Colbie Caillat,57,0.506,0.639,3,-5.222,1,0.0285,0.171,0.0,0.315,0.385,144.073,233200
Sad,Heaven,spotify:track:0fYwfZcgijhIOyXn0RVPwq,Beyoncé,57,0.346,0.188,6,-12.688,0,0.0327,0.573,0.0166,0.108,0.0388,103.265,230893
Sad,Love Go By,spotify:track:2kIVaHR9iEO8Ai2m4fFiB6,Elle King,57,0.56,0.607,0,-5.031,1,0.0311,0.29,2.43e-05,0.114,0.467,85.917,222680
Sad,Piece Of Me,spotify:track:63hmrFUS4mvbiWzFP9u2LK,Lady Wray,57,0.606,0.53,3,-6.513,1,0.316,0.64,0.000203,0.121,0.613,85.399,224731
Sad,Say Something,spotify:track:2fPb58e6f8KxejYDCaARwS,A Great Big World,57,0.447,0.158,2,-7.571,1,0.036,0.872,1.58e-06,0.0816,0.142,140.942,233267
Sad,LOVE ME OR LEAVE ME,spotify:track:0zUT6RbKCqHqorVnXVoZcm,Munn,56,0.732,0.459,6,-8.029,1,0.0898,0.524,0.0,0.0816,0.481,130.136,146457
Sad,Til It Happens To You,spotify:track:0bCCGLHflR08UVA6oJJc8I,Lady Gaga,56,0.401,0.539,0,-4.719,1,0.035,0.565,0.0,0.0933,0.15,113.87,258093
Sad,Never on the Day You Leave,spotify:track:3TQbr3G3U5wlwEJejmqC1F,John Mayer,55,0.536,0.355,2,-8.61,1,0.0259,0.733,1.22e-05,0.138,0.22,139.888,220867
Sad,Wild Hearts Can't Be Broken,spotify:track:3nA9tHmsw5UGMtSIMz4mt7,P!nk,53,0.377,0.371,0,-6.3,1,0.0295,0.932,0.0,0.118,0.189,130.57,201053
Anger,Supermassive Black Hole,spotify:track:3lPr8ghNDBLc2uZovNyLs9,Muse,81,0.668,0.921,7,-3.727,1,0.0439,0.0492,0.00517,0.0877,0.782,120.0,212440
Anger,Vertigo,spotify:track:1uxPC9Sqn1bMLhUaTqFjye,Alice Merton,48,0.63,0.884,5,-4.292,1,0.0489,0.00103,0.000102,0.268,0.637,134.981,186933
Anger,Parasite Eve,spotify:track:5OxclJsdFESni44YlpNpkR,Bring Me The Horizon,65,0.589,0.797,9,-5.464,1,0.15,0.0289,4.35e-06,0.383,0.232,102.489,291813
Anger,Seize the Power,spotify:track:4wD6EgZCok8Qb5Fs8jszYc,YONAKA,59,0.633,0.788,5,-4.075,0,0.127,0.0111,1.6e-06,0.0582,0.412,134.13,161617
Anger,Teenagers,spotify:track:7j31rVgGX9Q2blT92VBEA0,My Chemical Romance,84,0.463,0.857,4,-3.063,1,0.0632,0.0506,0.0,0.184,0.856,111.647,161920
Anger,Hayloft,spotify:track:2kS6td1yvmpNgZTt1q5pQq,Mother Mother,78,0.527,0.922,9,-2.666,0,0.0728,0.00475,0.000162,0.422,0.49,95.975,181680
Anger,Do I Wanna Know?,spotify:track:5FVd6KXrgO9B3JPmC8OPst,Arctic Monkeys,91,0.548,0.532,5,-7.596,1,0.0323,0.186,0.000263,0.217,0.405,85.03,272394
Anger,I Like The Way You Die,spotify:track:13HPn0OyGLPtJ6iUNiwLYg,Black Honey,51,0.546,0.76,9,-6.887,0,0.0399,0.00629,4.66e-05,0.0737,0.41,101.936,188027
Anger,Can't Stop,spotify:track:3ZOEytgrvLwQaqXreDs2Jx,Red Hot Chili Peppers,86,0.618,0.938,9,-3.442,1,0.0456,0.0179,0.0,0.167,0.875,91.455,269000
Anger,Icky Thump,spotify:track:2LMq1O0NiqGhPOlXo3McYQ,The White Stripes,69,0.417,0.63,9,-7.24,1,0.0898,0.0209,0.0134,0.0543,0.341,94.214,254533
Anger,Pass The Nirvana,spotify:track:7I93h9I0RUqt1ci3Bfa290,Pierce The Veil,71,0.536,0.9,2,-4.407,1,0.0807,0.000974,0.000286,0.157,0.627,143.025,197373
Anger,Stuck,spotify:track:1PYG9Akj0LAZZUDXzV9m1S,Thirty Seconds To Mars,76,0.62,0.782,4,-5.326,0,0.058,0.0409,2.01e-06,0.259,0.551,123.117,182747
Anger,Jumpsuit,spotify:track:1E1uGhNdBe6Dddbgs2KqtZ,Twenty One Pilots,69,0.62,0.61,11,-8.329,0,0.0373,0.00849,0.162,0.205,0.235,127.052,238560
Anger,BLACKOUT,spotify:track:0bGImSqDB2ebdeoCidUC8o,Turnstile,67,0.301,0.807,6,-6.258,1,0.0695,0.000881,0.112,0.0849,0.595,84.051,173280
Anger,Boilermaker,spotify:track:6Ci6L6EeLqR6VHV1DBJy2S,Royal Blood,51,0.446,0.778,7,-4.774,1,0.173,0.000201,0.662,0.0492,0.683,94.508,209480
Anger,Natural Born Killer,spotify:track:4nMUPQeTor23d8RxiiJO9W,Highly Suspect,60,0.202,0.742,0,-5.29,1,0.124,0.00169,0.000483,0.128,0.155,194.876,196136
Anger,Dad Vibes,spotify:track:3XM6V7K5nbZf5AQz20fDDb,Limp Bizkit,52,0.698,0.891,6,-5.402,1,0.113,0.0741,2.96e-05,0.313,0.837,95.007,132206
Anger,The News,spotify:track:59RjIhWIpthNpwrlChUvXm,Paramore,69,0.564,0.91,4,-6.853,0,0.0953,0.00021,2.32e-05,0.378,0.736,157.942,187697
Anger,YOU NEEDED A HIT//,spotify:track:5DbBHcdkzRe1HnA132Dp0z,KennyHoopla,62,0.545,0.987,9,-2.059,1,0.197,0.000185,0.0786,0.377,0.558,103.056,120150
Anger,I WANNA BE YOUR SLAVE,spotify:track:4pt5fDVTg5GhEvEtlz9dKk,Måneskin,85,0.75,0.608,1,-4.008,1,0.0387,0.00165,0.0,0.178,0.958,132.507,173347
Anger,The Way You Used To Do,spotify:track:52LL3IFB8N3PaJmoZ8Xii1,Queens of the Stone Age,66,0.482,0.843,0,-5.909,1,0.288,0.0103,0.103,0.362,0.433,97.907,274282
Anger,Elephant,spotify:track:6qZjm61s6u8Ead9sWxCDro,Tame Impala,75,0.598,0.553,9,-6.742,0,0.0397,0.562,0.157,0.257,0.533,123.075,211227
Anger,Welcome to the DCC,spotify:track:0ZImVxesVZIydOnwTMSWOK,Nothing But Thieves,72,0.649,0.74,9,-4.759,0,0.0617,0.02,0.0505,0.104,0.203,120.962,198799
Anger,Weirdo,spotify:track:0aIj36K0tuJIt6kpN4Jbtq,K.Flay,49,0.575,0.64,6,-6.061,1,0.0455,0.00831,0.00173,0.161,0.565,93.991,225034
Anger,Leader of the Pack,spotify:track:5ZrE7guVgMc6Vjvri6aZYg,Wunderhorse,50,0.506,0.967,1,-4.464,0,0.0635,6.05e-05,0.195,0.0921,0.592,95.354,183467
Anger,Wild Stare,spotify:track:6NZUOG0R0uxIBkcQ6BIqfq,Giant Rooks,51,0.646,0.82,10,-3.618,0,0.0521,0.026,0.000171,0.191,0.438,128.061,194480
Anger,King,spotify:track:1VSngtLdJhrlfHkLxTyOXK,Florence + The Machine,61,0.73,0.445,6,-8.376,0,0.0446,0.142,0.00109,0.107,0.075,105.976,280131
Anger,GOOD ENEMY,spotify:track:1dkVl41242u0eGODPvjd0l,PVRIS,59,0.569,0.789,6,-4.686,0,0.138,0.0355,0.0,0.0505,0.876,164.978,130613
Anger,The Emperor,spotify:track:4CtqY9iFkMwCz1pewf0t90,YUNGBLUD,53,0.514,0.949,8,-3.048,0,0.0872,0.000309,2.46e-05,0.29,0.608,160.063,175151
Anger,Selfish,spotify:track:4FFec7v5TnYdwNzyrmBGM9,slowthai,47,0.358,0.839,2,-5.342,1,0.203,0.00031,0.00081,0.101,0.211,84.85,192716
Anger,It's Not Your Fault,spotify:track:0l8NnoFm09sUNcts1ycOtV,Maggie Lindemann,53,0.507,0.88,5,-2.938,0,0.0461,0.0044,0.0176,0.367,0.469,151.936,198749
Anger,HONEY,spotify:track:7AVf3MdvwHM5CdOdquzu9c,LUNA AURA,53,0.468,0.902,9,-4.838,1,0.132,0.0325,2.65e-06,0.0664,0.451,119.017,155680
Anger,All The Problems,spotify:track:0yMBgZk0AkUKBqx4noEW19,Shelf Lives,41,0.608,0.781,7,-6.355,1,0.0621,0.000865,0.226,0.13,0.826,155.031,176907
Anger,This is Our Life,spotify:track:5PUTXDqo5aGHoGbAhYm5ZT,Des Rocs,55,0.364,0.877,7,-3.922,1,0.107,0.0011,1.16e-05,0.348,0.382,157.675,224307
Anger,Blow,spotify:track:6d6WNysquy9upPZPxKRTQF,KID BRUNSWICK,48,0.552,0.78,5,-5.43,0,0.042,0.001,2.69e-06,0.284,0.354,104.042,183212
Anger,I.N.V.U.,spotify:track:5f2d8tMWMoTlFaK9q9lJHO,Kid Kapichi,46,0.776,0.796,0,-5.236,1,0.0806,0.00629,9.57e-06,0.0292,0.965,125.128,163560
Anger,Babylon,spotify:track:0JlNtj7KalsjE4MWnwfv3U,Normandie,50,0.421,0.817,7,-4.951,0,0.162,0.00808,0.000615,0.755,0.522,194.992,245538
Anger,BOOM,spotify:track:2SKZ6fQDaSKo3IDYwRJxJI,Cassyette,51,0.479,0.844,5,-5.055,1,0.103,0.00543,0.107,0.557,0.446,97.053,142737
Anger,Hate To Say I Told You So,spotify:track:6xxXrNJnnsQNLdgNk8S4y8,The Hives,64,0.451,0.929,5,-5.021,1,0.0549,0.00109,0.00785,0.442,0.378,135.767,199760
Anger,Fuck Me (I Didn’t Know How To Say),spotify:track:07M8tCNuO9RZenyINtp2QB,Crawlers,52,0.521,0.679,8,-6.093,1,0.0892,0.0263,0.00122,0.0911,0.555,179.346,186787
Anger,I EXIST,spotify:track:3eI62ZWWxkl4LUaBqXvA6Y,VUKOVI,46,0.469,0.882,5,-4.702,1,0.068,6.29e-05,0.00483,0.318,0.298,135.055,269667
Anger,Aye,spotify:track:5n7yP1qQiXs9uCE3m1eyGB,Sam Fender,45,0.587,0.823,1,-4.852,1,0.0456,0.104,4.91e-05,0.0998,0.73,156.048,186773
Anger,Cheer Up London,spotify:track:6YwYfxEFDUZZ1xX5vlBYmF,SOFT PLAY,53,0.627,0.861,1,-1.856,1,0.0509,0.000564,0.0,0.0312,0.623,122.133,153267
Anger,Don't You Feel Amazing?,spotify:track:6BxlRoxVztZNLsaSOnh3ja,Trash Boat,48,0.44,0.9,0,-3.87,1,0.0679,0.000472,4.83e-06,0.11,0.467,85.47,225841
Anger,Ready for the High,spotify:track:6gReaFvSI1Pabi3xE0Oh9V,The Wombats,50,0.501,0.777,11,-7.002,0,0.0427,9.91e-05,0.000643,0.324,0.757,150.115,245320
Anger,Longshot,spotify:track:1Yi8XPnCPoimWwqxwm3uz9,Catfish and the Bottlemen,53,0.481,0.765,7,-4.025,1,0.0388,0.00381,0.000737,0.119,0.465,102.829,232960
Anger,The Delicate Nature,spotify:track:4oLwiIzyp1FZoxK1MM6Ow1,Bob Vylan,46,0.67,0.903,6,-3.133,1,0.195,0.0358,2.86e-06,0.17,0.528,120.115,182407
Anger,Slow,spotify:track:7llRb02z7gNG2cWKmtuKaq,Airways,43,0.65,0.659,2,-7.74,1,0.0349,0.0137,0.0718,0.284,0.733,91.999,187826
Anger,GIMME,spotify:track:1d9pnTuvvi0AVgcO8DkP1S,The XCERTS,41,0.591,0.698,1,-6.939,1,0.213,0.0226,0.0,0.387,0.764,159.914,100467
Anger,"ILY, HOW ARE YOU?",spotify:track:51sGd4PYmBWbVNMCAh3nd0,AS IT IS,48,0.411,0.95,11,-3.441,0,0.0547,0.00577,1.28e-05,0.625,0.658,166.058,131364
Anger,Dead Weight,spotify:track:7hM9ShrZMCV7xYOQwqBnNb,PVRIS,49,0.6,0.915,4,-2.087,0,0.0665,0.00593,0.00952,0.484,0.589,119.008,207000
Anger,Ready For Something,spotify:track:0Tep6Kp3UHzpewyC0iSsDd,The Amazons,41,0.535,0.754,7,-5.417,1,0.0396,0.000292,3.63e-06,0.367,0.335,118.954,237560
Anger,MAKEMEFEELALIVE,spotify:track:7AMllrhJtXgcTtJUbbF3PR,You Me At Six,48,0.547,0.987,1,-1.789,1,0.0807,0.00262,0.00024,0.31,0.5,135.014,128613
Anger,Puzzles,spotify:track:0rWIAbUoOL67JAHxxGRKx7,Nova Twins,43,0.578,0.948,0,-5.304,1,0.137,0.0208,0.000554,0.0746,0.392,88.568,161560
Anger,Country Life,spotify:track:5mZJ5BCODAWK22CtWHgJvn,Master Peace,42,0.647,0.794,11,-3.825,0,0.049,0.000197,0.0708,0.0328,0.913,139.98,147536
Anger,THREE HEADS*,spotify:track:4apXjryIqMFUdOjWMM6zZp,Jean Dawson,46,0.564,0.875,6,-4.013,1,0.052,0.443,0.000158,0.0787,0.61,139.991,171842
Anger,What's the Trick?,spotify:track:14FW5L81Px03LnnsXnB2LG,Jack White,53,0.375,0.71,0,-8.665,1,0.267,0.000867,0.00628,0.104,0.559,97.335,214843
Anger,Smile,spotify:track:0wQKKPy050lguUxlKvHIi5,Wolf Alice,50,0.515,0.764,11,-5.238,1,0.0444,0.000152,0.878,0.064,0.342,93.579,196800
Anger,Golden,spotify:track:0woKDRMZzsFWeHppNQnGlS,Barns Courtney,62,0.586,0.81,6,-7.287,0,0.0484,0.00275,2.95e-05,0.145,0.646,105.015,170523
Anger,What Went Down,spotify:track:78tgXRq9Q6tPNP9hKCpgwB,Foals,58,0.231,0.919,2,-6.182,0,0.0722,0.00313,0.00442,0.0643,0.128,146.94,300720
Anger,Weird Leisure,spotify:track:0cJZTQ1x6ko3gbtoLKaoQe,Biffy Clyro,49,0.228,0.879,5,-4.326,1,0.0701,0.000141,8.7e-06,0.0484,0.352,145.418,248493
Anger,Kamikaze,spotify:track:0JpQfoBOdJ2ftUi7VGj6dx,Connie Constance,39,0.459,0.707,1,-5.382,1,0.093,2.6e-05,0.491,0.263,0.465,165.014,137840
Anger,Who’s Gonna Love Me Now,spotify:track:5VqnXEcxWfLdnsXBVjEpWx,Cold War Kids,52,0.45,0.947,6,-3.608,0,0.207,0.00277,0.00027,0.286,0.298,118.701,171227
Anger,Oh!,spotify:track:4e72LGraX8sW5iztJvS5fo,The Linda Lindas,45,0.639,0.95,2,-3.313,1,0.0609,3.91e-05,0.494,0.0605,0.898,150.05,155822
Anger,God Complex (Mojo),spotify:track:1B3ouXA9iRkqY1ywvZbzZ5,poutyface,45,0.573,0.723,6,-3.333,0,0.0571,0.00439,0.335,0.408,0.931,154.958,106741
Fear,After Dark,spotify:track:2LKOHdMsL0K9KwcPRlJK2v,Mr.Kitty,87,0.585,0.595,8,-10.444,1,0.0328,0.0696,0.266,0.0837,0.039,140.037,259147
Fear,i was all over her,spotify:track:7svpAkwc6xaSxlbZ7V7JiS,salvia palth,84,0.529,0.353,7,-12.835,1,0.0292,0.788,0.853,0.116,0.0601,104.557,161463
Fear,Swimming Pool,spotify:track:0LB3XEhlEemMDjmEQwRJ3c,Marie Madeleine,67,0.714,0.897,6,-5.469,0,0.0376,0.0126,0.901,0.0706,0.889,119.979,325852
Fear,haunt me (x 3),spotify:track:1QUMpZT7HG6sO3RiBu1LAJ,Teen Suicide,70,0.566,0.613,5,-10.118,1,0.0874,0.714,0.799,0.0848,0.219,110.886,165672
Fear,I'm Always Here,spotify:track:485XGXNp7cvrPSaxJJbJ99,sign crushes motorist,53,0.545,0.0415,2,-32.03,1,0.0367,0.988,0.884,0.111,0.138,120.089,200000
Fear,i walk this earth all by myself,spotify:track:5a8QUc4ubHJqQm7vzs2YhA,EKKSTACY,72,0.595,0.588,10,-11.313,1,0.0624,0.507,0.781,0.113,0.518,166.061,145634
Fear,"Sea, Swallow Me",spotify:track:7vPHiwgCOAjSBRjAirbMvS,Cocteau Twins,73,0.454,0.673,0,-13.425,1,0.0265,0.589,0.238,0.252,0.827,163.954,189040
Fear,Waking The Witch,spotify:track:1f4J04qKp7y3UJCxbUOr7z,Kate Bush,46,0.389,0.516,8,-13.892,0,0.0948,0.462,0.00218,0.122,0.158,127.572,258733
Fear,Ptolemaea,spotify:track:29LsI5izZL8txZEJhegSBs,Ethel Cain,65,0.281,0.374,1,-10.678,0,0.0376,0.118,0.893,0.59,0.0349,87.783,383867
Fear,Spit It Out,spotify:track:44la56EZdE2fw9r963o5E2,Softcult,50,0.539,0.77,11,-5.978,1,0.0337,0.00154,0.0019,0.508,0.207,110.048,187396
Fear,Silk,spotify:track:5z75fXqSd5jhRsV543Trxh,Wolf Alice,44,0.537,0.407,0,-9.657,1,0.0284,0.371,0.00704,0.144,0.208,86.009,243987
Fear,Freak,spotify:track:3sYDVtqO35oRSOIMx7dOqR,Lana Del Rey,72,0.287,0.43,5,-10.014,0,0.033,0.269,0.000579,0.32,0.109,93.984,295093
Fear,Dead Girls,spotify:track:2sVltS0DdwGGRphHfDtV3j,Penelope Scott,58,0.584,0.515,5,-11.997,1,0.039,0.255,2.9e-05,0.0991,0.469,90.007,199496
Fear,Show Me Your Mind,spotify:track:2ZgOEDHGRz34mewrKsND2t,Sunken,49,0.648,0.644,2,-7.065,1,0.0301,0.00249,0.0115,0.393,0.364,122.001,213237
Fear,Alps,spotify:track:0uM9bCyh6vqgN8SY5wuLJC,bdrmm,37,0.508,0.703,7,-10.675,0,0.0375,0.332,0.87,0.529,0.192,132.993,330880
Fear,Antichrist,spotify:track:5wmBV7RrEDrEamTvCnuLxX,The 1975,48,0.424,0.492,9,-8.505,0,0.0343,9.17e-05,0.745,0.0989,0.0971,119.99,283970
Fear,Romantic Homicide,spotify:track:1xK59OXxi2TAAAbmZK0kBL,d4vd,92,0.571,0.544,6,-10.613,1,0.0299,0.453,0.00805,0.322,0.216,132.052,132631
